date	source	title	textfile	text	para_n	about_ineq_pred	about_billion_pred	about_wt_pred	about_wt_manual
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	I thought the ProPublica analysis of billionaire taxes was going to be exciting. Instead, it told me things I already knew: that the US tax code offers deductions for charitable donations, loan interest, and business operating expenses, and only taxes capital gains when you sell. — Megan McArdle (@asymmetricinfo) June 8, 2021 McArdle is correct; we’ve been writing about the scandal of untaxed capital gains for years. But so what? Sometimes putting a face to a scam finally gets people’s attention sufficiently to do something about it. That’s the value of the ProPublica package. McArdle — like the IRS itself — is also distracted by the side issue of how ProPublica got its hands on the tax returns, raising the issue of whether the leaker of private information should be prosecuted. There’s something to be said for that. Neither you nor I would probably relish our tax returns going rogue, whether or not they’re pristine.	3	TRUE	TRUE	TRUE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	But sometimes the value of the information trumps the manner of its disclosure. Arguably, that’s the case here. Let’s examine what the billionaires’ returns tell us about the accumulation of wealth in this, the second Gilded Age. Fundamentally, they demonstrate how the U.S. tax system has been rigged to favor the accumulation of wealth and its passage from generation to generation. “This is a system designed for the fortunate few by professional tax dodgers,” Sen. Ron Wyden (D-Ore.) wrote in 2019. Wealthy Americans know the capital gains tax is their biggest loophole — and they won’t give it up easily.	4	TRUE	TRUE	TRUE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	As we’ve reported, the principal device for this is the capital gains tax. Edward Kleinbard, the late taxation bard of USC, used to describe the capital gains tax as our only voluntary tax. It’s levied only when capital assets such as stocks, bonds or real estate are sold and the gains “realized.” Therefore, it can be deferred indefinitely simply by not selling. But wait, there’s more: Another feature of the tax code allows wealthy families to avoid the tax permanently. That feature is the step-up in basis upon death. What that means is that when a capital asset is bequeathed to heirs, the basis — the price originally paid for the asset — is reset to its value at the owner’s death. When the owner expires, so does the tax liability.	5	TRUE	TRUE	TRUE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	Think of it this way: Say your father bought a share of stock for $100 (his cost basis) and over his lifetime it grew in value to $200. If he sold it while alive, he’d pay a tax on the $100 gain. If he kept the share and willed it to you upon his death, its cost basis would be reset to $200, and you could sell it at that price tax-free. That break alone has been estimated to cost the U.S. Treasury more than $50 billion a year. Of course, some people have to sell assets, realize their gains and pay the tax. But not, typically, billionaires like Bezos and Musk. They have the creditworthiness and expertise to capture the value of their assets without selling them. They can use the assets as collateral for loans or sell options against their holdings, for example.	6	TRUE	TRUE	TRUE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	ProPublica couldn’t find much about loans in the IRS documents because they’re not reportable as income, though evidence of big borrowing by the wealthy leaks into public disclosures now and then. What’s especially insidious about the avoidance of tax on wealth by the super-rich is that much of their wealth is founded on public services paid for by taxpaying Americans. It’s widely assumed that the biggest tax scofflaws are those with the most money. A new study tells us things are much worse than anyone suspected. Take Bezos’ Amazon. The merchandise it sells customers is delivered over public highways funded by taxpayers or via airports funded by taxpayers. In 2007 and 2011, according to the ProPublica documents, Bezos didn’t rank as a taxpayer, since his tax bill came to zero.	7	TRUE	TRUE	FALSE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	Amazon has also gained from lax government policies, especially labor regulation. Labor leaders allege that the company’s exploitation of anti-union laws helped it defeat a union organizing drive at its warehouse in Bessemer, Ala., in April. Musk also has gained from taxpayers’ indulgence. Sales of electric vehicles by Tesla Motors, which he controls, have been assisted by taxpayer-funded incentives awarded to his customers — $319.3-million total from the state of California, and an undetermined amount from the federal government, which awarded Tesla buyers up to $7,500 per car until the credit phased out Jan. 1, 2020, when Tesla sales reached the statutory limit.	8	FALSE	FALSE	FALSE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	Musk paid no taxes in 2018, according to ProPublica. Both entrepreneurs have also profited handsomely from taxpayer-funded subsidies to their companies. Amazon has collected $3.2 billion in state and local tax credits, abatements, rebates and other subsidies since 2000, according to the subsidy tracker Good Jobs First. Tesla has collected $2.5 billion in state and local handouts since 2007. Good Jobs First ranks Amazon 10th and Tesla 15th in total subsidies among companies in its database. Musk’s company SpaceX has collected $106.5 million, mostly in the form of a federal loan guarantee, since 2012, the database indicates. Musk and Bezos have gone head to head in the race for federal subsidies for space exploration: After SpaceX beat Bezos’ Blue Origin for a $2.9-billion NASA contract for a lunar landing craft, a $10-billion appropriation to keep both companies on the federal payroll was introduced by Democratic Sen. Maria Cantwell of Washington, Bezos’ corporate seat. The measure is being labeled a “Bezos bailout.”	9	TRUE	FALSE	FALSE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	The rich  powerful run Washington. Here’s one benefit they wrote for themselves: After making a killing from the economy they’ve rigged, they don't pay taxes on that accumulated wealth. It’s a system that’s rigged for the top if I ever saw one. — Elizabeth Warren (@ewarren) January 24, 2019 The key question raised by billionaires’ tax avoidance is what to do about it. Wyden has proposed reworking this system to shrink the advantage of the super-rich by eliminating the preferential tax rate for capital gains (President Biden has proposed this too) and by requiring that unrealized capital gains be taxed every year. Warren’s proposal would impose a 2% tax on the net value of stocks, bonds and anything else of value exceeding a total of $50 million, and an additional 1% on net worth above $1 billion.	10	TRUE	TRUE	TRUE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	When Warren first proposed such a scheme during the campaign, critics picked it apart as possibly unconstitutional. Warren’s advisors disputed that. Critics also said it would be difficult to administer — the price of publicly traded securities is easily discoverable, but what about rarely marketed assets such as art or collectibles? The IRS, however, is perfectly capable of determining the value of virtually any asset; the challenge lies in granting the agency expanded authority to do so. Critics also pointed out that European countries that tried wealth taxes in the past eventually abandoned the idea. But that’s no surprise: In those countries, like ours, political power is wielded by the wealthy, and they had every interest in seeing that taxing their wealth wouldn’t happen.	11	TRUE	TRUE	TRUE	TRUE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	The least disputable aspect of the excessive accumulation of wealth in America is that a solution is desperately needed. Ed Kleinbard knew more about taxation than almost anyone and put it to work for the public interest. The Founding Fathers saw the phenomenon as flatly undemocratic. In his autobiography, Thomas Jefferson wrote of bills he had advocated to form “a system by which every fibre would be eradicated of antient [sic] or future aristocracy; and a foundation laid for a government truly republican.” His goal was to “prevent the accumulation and perpetuation of wealth in select families.” Jefferson would be appalled at the concentration of wealth in America today. Presumably he would find sound economic and social sense in taxing the hell out of excessive incomes and excessive wealth.	12	TRUE	TRUE	TRUE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	As is observed by Emmanuel Saez and Gabriel Zucman of UC Berkeley, who were Warren’s economic advisors, the top 0.1% today control almost as much wealth as the bottom 90%. Wealth disparity on this scale has a distinctly corrosive effect on society and democracy. As political economist Benjamin Friedman wrote in 2009, its “grave moral consequences” include “racial and religious discrimination, antipathy toward immigrants, [and] lack of generosity toward the poor” — all features of our current political landscape. Those consequences are only growing worse. No one on Earth needs wealth on the scale of Bezos or Musk, especially as social needs are going unmet for lack of public resources, and especially given that the super-rich spend at least part of their wealth to ensure that they and their heirs can keep more of what they collected with the assistance of public services funded by other taxpayers.	13	TRUE	TRUE	TRUE	FALSE
2021-06-09	Los Angeles Times (Online)	Column: More proof that a wealth tax on billionaires is desperately needed	txt-opeds/2539301689.xml.txt	Sure, whoever leaked the tax records to ProPublica should be condemned for invading the privacy of individuals. And granted our heartfelt thanks for having done so.	14	TRUE	TRUE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	New York City’s public school system is already one of the most segregated and unequal in the country. Why then should its parent-teacher associations exacerbate inequality? New York’s P.T.A.s are doing exactly that, according to city data and reports from the city’s Independent Budget Office. Across the city, the disparities are stunning. Take the P.T.A. at Public School 29, an elementary school in the Cobble Hill neighborhood of Brooklyn with a low percentage of pupils living in poverty. The P.T.A. reported  it raised more than $1.7 million, or more than $1,800 per student, in the last school year. Compare that with P.S. 6X, West Farms, an elementary school in the Bronx with a high poverty rate among students, which reported raising just $5,793.82, or less than $11 per student.	0	TRUE	FALSE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	The fund-raising data was released for the first time by the Department of Education Dec. 2 as required by a new city law, and compiled in a handy search tool by Chalkbeat. The data is incomplete, self-reported and hasn’t been evaluated by the city. But a recent report from the Independent Budget Office, a nonpartisan city agency, shows a similar pattern. Of 132 schools reviewed by the budget office in the 2017-18 school year, the school with the lowest percentage of children living in poverty, 6 percent, received $437,000 from its P.T.A., while the school with the highest percentage of children living in poverty, 98 percent, received $2,500. All 16 schools that received $250,000 or more in P.T.A. grants in that school year enrolled 40 percent or fewer children living in poverty.	1	TRUE	FALSE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	Across the city, millions of dollars raised by P.T.A.s are flowing into the schools with the least need. Those schools are using the additional funding for things like hiring art and music teachers and teaching assistants, according to the budget office and city education officials. That alone is upsetting. Art and music classes shouldn’t be a luxury offered to a privileged few, but should be standard in every school. Of course, parents have long used P.T.A.s to support their children’s schools, and it’s hard to begrudge them for doing so. But there’s also nothing wrong with asking New Yorkers who have more to help others — especially when the most insidious disparities in New York schools run far deeper than P.T.A. funding.	2	TRUE	FALSE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	The city’s schools are funded with a mix of city, state and federal dollars. New York is one of dozens of districts in the country that distribute the funds through a formula meant to give additional funds to schools serving children who are living in poverty or who have special needs. But the state and city have never fully funded the high-need schools under the weighted system. In 2006, the State Supreme Court ruled that New York State was allocating about $2 billion less to New York City schools than was needed to provide the “sound basic education” required by the state’s Constitution. Despite an increase in funding since then, the settlement, in a case brought by the Campaign for Fiscal Equity, has never been fully funded. City officials and education experts say the state now owes the city more than $1.1 billion in this fiscal year alone.	3	FALSE	FALSE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	The city allocated an additional $125 million to those high-poverty schools annually, beginning this year, but hundreds of the schools remain underfunded. At the same time, many city schools with wealthier students receive more than their share under the Fair Student Funding formula the city adopted in the 2007-8 school year, while nearly 300 high-poverty schools had shortfalls of more than $500,000 each, according to the budget office. The mayor and the governor, the City Council and the Legislature could address these inequities if they had the courage to do so. But P.T.A. funding also provides an opportunity to do so in a smaller way.	4	TRUE	FALSE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	One idea is to take a portion of P.T.A. funding above a certain amount from each New York City school and direct it toward a common, citywide fund that helps high-need schools. Though that might sound radical, it’s already in action elsewhere. In Portland, Ore., one-third of funds above $10,000 raised by parents in a P.T.A.-like system  are distributed to high-need schools through a fair-funding formula. Over $1.2 million was distributed in the last school year, according to Jonathan García, the president of the Fund for Portland Public Schools, a nonprofit organization that now oversees the program. “People are bought in,” Mr. García said. “Nobody bats an eye.”	5	TRUE	FALSE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	Things unfolded differently in California in recent years, where the sharing of P.T.A. funds between Malibu and more economically diverse Santa Monica helped fuel a kind of secession movement among Malibu parents. David Bloomfield, a professor of education law at Brooklyn College and the CUNY Graduate Center, said that in New York, a city with vast wealth but also grinding poverty, P.T.A.s could make a difference. “There should be a wealth tax,” he said of such a plan. Some said sharing P.T.A. funds might be more appealing if parents knew exactly how the money was being spent, and to what school it was being given. “When people fund-raise, they want to know where that money goes. I think parents would be superwilling to share if they knew it went directly to a school,” said Emily Hellstrom, a former P.T.A. president who leads the Students With Disabilities Committee at Community Education Council District 2, in Manhattan. Ms. Hellstrom said asking parents to give money to a general fund overseen by the Department of Education was unlikely to go over very well. “It’s a vast wasteland of bureaucracy,” she said.	6	TRUE	FALSE	FALSE	TRUE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	In the 2013-14 school year, about 10 percent of the $425 million in total P.T.A. funds in the country was raised by just 50 P.T.A.s, according to a report from the Center for American Progress, a liberal research group. More than a third of those P.T.A.s are in New York City. Scott Sargrad, the center’s vice president for education policy for kindergarten through 12th grade, said that P.T.A. funds amounting to more than several hundred dollars per student in a school with few students living in poverty can worsen disparities and pay for programs that should be funded by schools directly.	7	TRUE	FALSE	FALSE	FALSE
2020-01-12	New York Times (Online)	Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?	txt-opeds/2336035788.xml.txt	Gov. Andrew Cuomo and the State Legislature should get serious about living up to the state’s commitment to adequately fund New York City’s neediest schools. The city should take a far more active approach to racially integrating its schools, something research shows is among the best ways to address educational inequities. And the city could also take a look at what Portland has done and consider pooling some of its P.T.A. funds. To make progress in the face of such inequality, everyone has a part to play.	8	FALSE	FALSE	FALSE	FALSE
2019-04-03	The Washington Post (Online)	What sets these Democratic candidates apart	txt-opeds/2202984686.xml.txt	If you watch enough of their town halls, interviews and speeches you realize that, with the exception of Sen. Bernie Sanders (I-Vt.), the rest of the Democratic presidential candidates sound very similar on a whole host of issues. All are in favor of democratic reforms, including a new Voting Rights Act and financial transparency for elected leaders. All praise the Green New Deal as ""aspirational"" and support criminal justice reform, legalizing ""dreamers"" and increasing the minimum wage. They favor intermediary steps (e.g., reducing drug costs, lowering the age to qualify for Medicare), even if some want to arrive at Medicare-for-all. They will all say that they would repeal and redo the Trump tax cuts; reenter the Paris climate agreement; and subsidize child care in some fashion. One senses that just about any of them could feel comfortable on a ticket with any of the others.	0	TRUE	FALSE	TRUE	FALSE
2019-04-03	The Washington Post (Online)	What sets these Democratic candidates apart	txt-opeds/2202984686.xml.txt	Now, some do take distinct positions. South Bend, Ind., Mayor Pete Buttigieg, refreshingly, did not endorse tariffs and protectionism. During an interview with the New Yorker's David Remnick, Buttigieg explained that tariffs just aren't ""terribly helpful, because we have, in the South Bend metro area, more companies that use and purchase steel than we have companies that make it."" He continued, ""Even our conservative and normally Trump Alliance member of Congress for this district broke with the President on the subject of tariffs, because it was not good for our economy. It also speaks, though, to the broader issue, which is that, you know, most of what accounts for the changes that have happened to our part of the industrial Midwest is technological."" Unlike many on the left and Trump supporters on the right, the mayor fessed up: ""Some of it has to do with trade, but, look, it's just easier to blame another country, or to blame immigrants, than it is to confront some of the faceless but profound changes that have come our way — to do with, for example, technology and automation. But that's simply smoke and mirrors compared to — if it becomes an excuse to not face the deeper and tougher issue."" Well, that is refreshing.	1	TRUE	FALSE	FALSE	FALSE
2019-04-03	The Washington Post (Online)	What sets these Democratic candidates apart	txt-opeds/2202984686.xml.txt	Sen. Kamala D. Harris (D-Calif.) has a plan to substantially increase teacher pay, as well as a tax plan that, unlike others, doesn't have a wealth-tax component but instead features a huge increase in the Earned Income Tax Credit. So, aside from Sanders, where's the big ideological struggle between the far left and center-left? So far, I'm not seeing much sign of it. There also are differences in priorities. Washington Gov. Jay Inslee (D) wants first and primarily to tackle climate change, while Sen. Elizabeth Warren (D-Mass.) wants to go after corruption. And there are differences in tone — some more inspirational, others more nuts-and-bolts. Sen. Cory Booker (D-N.J.) preaches about love; former representative Beto O'Rourke (D-Tex.) about ""coming together.""	2	FALSE	FALSE	FALSE	FALSE
2019-04-03	The Washington Post (Online)	What sets these Democratic candidates apart	txt-opeds/2202984686.xml.txt	However, what most separates the candidates are their biographies. Their life stories are radically different. There's a daughter of two immigrants who spent most of her adult life as a prosecutor. There is the Midwestern gay mayor who served in the military. There's the daughter of an alcoholic newspaper man from the heartland. A field that ""looks like America"" is a trite phrase, but these candidates really do represent a dizzying array of life experiences, backgrounds and geographic bases (California, Minnesota, Texas, New Jersey, Indiana, Colorado, Washington). They may have similar ideas, but no two have the same backstory.	3	FALSE	FALSE	FALSE	FALSE
2019-04-03	The Washington Post (Online)	What sets these Democratic candidates apart	txt-opeds/2202984686.xml.txt	So unless you think a self-labeled socialist is the winning pick for Democrats, how should primary voters choose among them? Let me suggest a 70/30 test. Seventy percent should be the candidate's ability to beat Trump. That includes remaining calm under fire, having the ability to attract independents and disaffected Republicans, and having superior organizational skills and charisma — can he or she excite and inspire? The other 30 percent should be the ability to govern, understanding he or she won't have filibuster-proof majorities in either the House or Senate (i.e., the wish list is not going to be realized). Voters should look for ability to peel off Republican support for workable compromises, intelligence and willingness to learn, good judgment in personnel, steadiness and empathy. (In other words, think of Trump and look for the opposite.) Above all, you want political courage — the ability to defy one's own side, to put the national interest above partisanship and to admit error and course correct. (Think of President Ronald Reagan and arms control; President George H.W. Bush and the budget; President George W. Bush and the Iraq surge.)	4	TRUE	FALSE	TRUE	FALSE
